Dept_Code,Department_Name,SubDept_Code,SubDepartment_Name,Prog_Code,Program_Name,Program_Priority,Source_Fund_Code,Source_Fund_Name,Account_Code,Account_Name,Appropriation,Fiscal_Year,Expense_Type
,Solid Waste Resources Revenue Fund*,S02,Solid Waste Resources Revenue Fund,5002,Solid Waste Resources Revenue Fund,A Livable and Sustainable City,508,Solid Waste Resources Revenue Fund (Sch. 2),50_997,Capital Infrastructure,2.00E+07,2016,Other
,Solid Waste Resources Revenue Fund*,S02,Solid Waste Resources Revenue Fund,5002,Solid Waste Resources Revenue Fund,A Livable and Sustainable City,508,Solid Waste Resources Revenue Fund (Sch. 2),50_U10,Clean Fuel Collection Fleet Replacement,3.00E+07,2016,Other
,Solid Waste Resources Revenue Fund*,S02,Solid Waste Resources Revenue Fund,5002,Solid Waste Resources Revenue Fund,A Livable and Sustainable City,508,Solid Waste Resources Revenue Fund (Sch. 2),50_00P,Debt Service - Principal,30140000,2016,Other
,Solid Waste Resources Revenue Fund*,S02,Solid Waste Resources Revenue Fund,5002,Solid Waste Resources Revenue Fund,A Livable and Sustainable City,508,Solid Waste Resources Revenue Fund (Sch. 2),50_901,Rate Stabilization Reserve,33334709,2016,Other
,Solid Waste Resources Revenue Fund*,S02,Solid Waste Resources Revenue Fund,5002,Solid Waste Resources Revenue Fund,A Livable and Sustainable City,508,Solid Waste Resources Revenue Fund (Sch. 2),50_X82,PW-Sanitation Expense and Equipment,72182590,2016,Other
,Solid Waste Resources Revenue Fund*,S02,Solid Waste Resources Revenue Fund,5002,Solid Waste Resources Revenue Fund,A Livable and Sustainable City,508,Solid Waste Resources Revenue Fund (Sch. 2),50_299,Reimbursement of General Fund Costs,81248911,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_214,Travel and Training,21880,2016,Transportation
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_020,Miscellaneous Equipment,40000,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_S05,Great Streets Parking Related Improvements,1.00E+05,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_S04,Parking Website Consolidation,1.00E+05,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_S02,Curbside Management Study,150000,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_S03,New Parking Signage Program,3.00E+05,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_S99,Reserve for Contingencies,3.00E+05,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_080,Parking Facilities Lease Payments,360000,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_S01,Innovation Fund,5.00E+05,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_070,"Replacement Parts, Tools and Equipment",1865000,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_030,"Maintenance, Repair, & Utility Service for Off-Street Lots",1959000,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_010,Collection Services,2863500,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_299,Reimbursement of General Fund Costs,4232560,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_060,Parking Meter and Off-Street Parking Administration,5211228,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_040,Capital Equipment Purchases,6357400,2016,Other
,Special Parking Revenue Fund*,S11,Special Parking Revenue Fund,9464,Special Parking Revenue Fund,A Livable and Sustainable City,363,Special Parking Revenue Fund (Sch. 11),94_050,Contractual Services,22079309,2016,Expenses
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_566,Operation and Maintenance - TMDL Compliance Projects,150000,2016,Other
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_516,Media Tech Center,2.00E+05,2016,Other
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_517,Expense and Equipment,515000,2016,Other
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_S59,Liability Claims,750000,2016,Other
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_554,NPDES Permit Compliance,775000,2016,Other
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_387,On Call Contractors (Emergency Funds),1.00E+06,2016,Other
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_565,Sanitation Contracts,2737000,2016,Other
,Stormwater Pollution Abatement Fund*,S07,Stormwater Pollution Abatement,5007,Stormwater Pollution Abatement,A Livable and Sustainable City,511,Stormwater Pollution Abatement (Sch. 7),50_299,Reimbursement of General Fund Costs,8258840,2016,Other
,Tax and Revenue Anticipation Notes*,TRAN,Tax and Revenue Anticipation Notes,6251,Tax and Revenue Anticipation Notes Debt Service Fund,A Well Run City,100,General Fund,620P15C,Debt Service - Cash Flow,3995272,2016,Benefits
,Tax and Revenue Anticipation Notes*,TRAN,Tax and Revenue Anticipation Notes,6251,Tax and Revenue Anticipation Notes Debt Service Fund,A Well Run City,100,General Fund,620P15R,Debt Service - Retirement,442116346,2016,Benefits
,Tax and Revenue Anticipation Notes*,TRAN,Tax and Revenue Anticipation Notes,6251,Tax and Revenue Anticipation Notes Debt Service Fund,A Well Run City,100,General Fund,620P15P,Debt Service - Pensions,631873480,2016,Benefits
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),1010,Salaries General,73,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,49C,Permit Parking Program Revenue Fund (Sch. 29),1010,Salaries General,157,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,206,Special Gas Tax Improvement Fund (Sch. 5),3030,Construction Expense,200,2016,Expenses
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,51Q,Measure R Local Return Fund (Sch. 49),1010,Salaries General,221,2016,Salaries
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),1010,Salaries General,343,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,3030,Construction Expense,360,2016,Expenses
94,Transportation,94LVL5,Transportation,9415,Right-of-Way Franchise Regulation,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,500,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,3030,Construction Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,3090,Field Equipment Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,3030,Construction Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,100,General Fund,3030,Construction Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,100,General Fund,3090,Field Equipment Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,1090,Overtime General,1000,2016,Salaries
94,Transportation,94LVL5,Transportation,9415,Right-of-Way Franchise Regulation,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,1090,Overtime General,1000,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,3030,Construction Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,100,General Fund,3090,Field Equipment Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,100,General Fund,3090,Field Equipment Expense,1000,2016,Expenses
94,Transportation,94LVL5,Transportation,9404,"Parking Facilities, Meters, and Operations",A Well Run City,100,General Fund,3310,Transportation,1400,2016,Expenses
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,3090,Field Equipment Expense,1725,2016,Expenses
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,1090,Overtime General,2400,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),1090,Overtime General,3000,2016,Salaries
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,100,General Fund,6010,Office and Administrative ,5000,2016,Expenses
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,100,General Fund,2120,Printing and Binding,5000,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,3090,Field Equipment Expense,5000,2016,Expenses
94,Transportation,94LVL5,Transportation,9414,Emergency Management and Special Events,A Safe City,100,General Fund,6010,Office and Administrative ,5000,2016,Expenses
94,Transportation,94LVL5,Transportation,9414,Emergency Management and Special Events,A Safe City,100,General Fund,3310,Transportation,5000,2016,Expenses
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,100,General Fund,3310,Transportation,5000,2016,Expenses
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,3090,Field Equipment Expense,5000,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,681,West LA Transportation Improvement & Mitigation (Sch. 29),1090,Overtime General,5000,2016,Salaries
94,Transportation,94LVL5,Transportation,9401,Sustainable Transportation,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,6000,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,6000,2016,Expenses
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,6000,2016,Expenses
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,100,General Fund,3310,Transportation,6000,2016,Expenses
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,6500,2016,Expenses
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),2120,Printing and Binding,6700,2016,Expenses
94,Transportation,94LVL5,Transportation,9414,Emergency Management and Special Events,A Safe City,100,General Fund,2120,Printing and Binding,7000,2016,Expenses
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,7000,2016,Expenses
94,Transportation,94LVL5,Transportation,9404,"Parking Facilities, Meters, and Operations",A Well Run City,100,General Fund,2120,Printing and Binding,7000,2016,Expenses
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,7000,2016,Expenses
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,2120,Printing and Binding,7000,2016,Expenses
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,7000,2016,Expenses
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,4430,Uniforms,7000,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,3310,Transportation,7895,2016,Expenses
94,Transportation,94LVL5,Transportation,9414,Emergency Management and Special Events,A Safe City,100,General Fund,3040,Contractual Services,9000,2016,Expenses
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,4430,Uniforms,9095,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,10000,2016,Expenses
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,100,General Fund,3090,Field Equipment Expense,10000,2016,Expenses
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,100,General Fund,4430,Uniforms,10000,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),1090,Overtime General,10000,2016,Salaries
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,10000,2016,Expenses
94,Transportation,94LVL5,Transportation,9404,"Parking Facilities, Meters, and Operations",A Well Run City,100,General Fund,6010,Office and Administrative ,10000,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,52D,Planning Case Processing Fund (Sch. 35),1090,Overtime General,10000,2016,Salaries
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,10000,2016,Expenses
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,3310,Transportation,12000,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,13000,2016,Expenses
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,13000,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,3310,Transportation,14835,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,15000,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,15000,2016,Expenses
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,6010,Office and Administrative ,15000,2016,Expenses
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,15000,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,16500,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,523,Ventura/Cahuenga Corridor Plan Fund (Sch. 29),1090,Overtime General,18000,2016,Salaries
94,Transportation,94LVL5,Transportation,9414,Emergency Management and Special Events,A Safe City,100,General Fund,3090,Field Equipment Expense,20000,2016,Expenses
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,100,General Fund,6010,Office and Administrative ,22000,2016,Expenses
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,100,General Fund,3310,Transportation,26150,2016,Expenses
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,2120,Printing and Binding,29985,2016,Expenses
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,2120,Printing and Binding,30000,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,447,Coastal Transportation Corridor Trust Fund (Sch. 29),1090,Overtime General,35000,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,6020,Operating Supplies ,38630,2016,Expenses
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,100,General Fund,1090,Overtime General,40621,2016,Salaries
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,100,General Fund,1090,Overtime General,48000,2016,Salaries
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),1010,Salaries General,49770,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,50000,2016,Expenses
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,3040,Contractual Services,50677,2016,Expenses
94,Transportation,94LVL5,Transportation,9401,Sustainable Transportation,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,51000,2016,Expenses
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,51589,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,1090,Overtime General,51691,2016,Salaries
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,6020,Operating Supplies ,53130,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,100,General Fund,1010,Salaries General,59055,2016,Salaries
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,2120,Printing and Binding,60000,2016,Expenses
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),1090,Overtime General,68400,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,3310,Transportation,70000,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,2120,Printing and Binding,75000,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,1090,Overtime General,79505,2016,Salaries
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1070,"Salaries, As-Needed",80000,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1070,"Salaries, As-Needed",80000,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,6010,Office and Administrative ,80000,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,100,General Fund,1090,Overtime General,80000,2016,Salaries
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1090,Overtime General,80000,2016,Salaries
94,Transportation,94LVL5,Transportation,9401,Sustainable Transportation,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,81651,2016,Expenses
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,1090,Overtime General,87000,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,6010,Office and Administrative ,90000,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),1010,Salaries General,90782,2016,Salaries
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),1010,Salaries General,90782,2016,Salaries
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,100,General Fund,1010,Salaries General,91388,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),1070,"Salaries, As-Needed",95000,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,3330,Utilities Expense Private Company,95000,2016,Expenses
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1070,"Salaries, As-Needed",1.00E+05,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),1010,Salaries General,101825,2016,Salaries
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),1010,Salaries General,101825,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),1010,Salaries General,107111,2016,Salaries
94,Transportation,94LVL5,Transportation,9404,"Parking Facilities, Meters, and Operations",A Well Run City,49C,Permit Parking Program Revenue Fund (Sch. 29),1090,Overtime General,113726,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,385,Proposition A Local Transit Assistance Fund (Sch. 26),1010,Salaries General,118775,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,4430,Uniforms,120000,2016,Expenses
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1090,Overtime General,120126,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,3090,Field Equipment Expense,131000,2016,Expenses
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,51Q,Measure R Local Return Fund (Sch. 49),1010,Salaries General,136831,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,3360,Signal Supplies and Repairs,170000,2016,Expenses
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,385,Proposition A Local Transit Assistance Fund (Sch. 26),1010,Salaries General,173673,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),3090,Field Equipment Expense,189500,2016,Expenses
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,681,West LA Transportation Improvement & Mitigation (Sch. 29),1010,Salaries General,201328,2016,Salaries
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,523,Ventura/Cahuenga Corridor Plan Fund (Sch. 29),1010,Salaries General,201598,2016,Salaries
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,57P,DOT Expedited Fee Trust Fund (Sch. 29),1010,Salaries General,210337,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,3040,Contractual Services,211147,2016,Expenses
94,Transportation,94LVL5,Transportation,9401,Sustainable Transportation,A Livable and Sustainable City,596,Transportation Regulation & Enforcement Fund (Sch. 29),1090,Overtime General,255000,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,3040,Contractual Services,282693,2016,Expenses
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,100,General Fund,1010,Salaries General,289078,2016,Salaries
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,6010,Office and Administrative ,290125,2016,Expenses
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,51Q,Measure R Local Return Fund (Sch. 49),1010,Salaries General,294879,2016,Salaries
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,100,General Fund,1010,Salaries General,320798,2016,Salaries
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,573,Warner Center Transportation Trust Fund (Sch. 29),1010,Salaries General,330791,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),7340,Transportation Equipment,342000,2016,Equipment
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),3360,Signal Supplies and Repairs,351800,2016,Expenses
94,Transportation,94LVL5,Transportation,9415,Right-of-Way Franchise Regulation,A Livable and Sustainable City,100,General Fund,1010,Salaries General,372517,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,376500,2016,Expenses
94,Transportation,94LVL5,Transportation,9404,"Parking Facilities, Meters, and Operations",A Well Run City,363,Special Parking Revenue Fund (Sch. 11),1090,Overtime General,394600,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1090,Overtime General,4.00E+05,2016,Salaries
94,Transportation,94LVL5,Transportation,9412,Public Transit Services,A Livable and Sustainable City,385,Proposition A Local Transit Assistance Fund (Sch. 26),1090,Overtime General,408000,2016,Salaries
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,100,General Fund,1010,Salaries General,429861,2016,Salaries
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,447,Coastal Transportation Corridor Trust Fund (Sch. 29),1010,Salaries General,441660,2016,Salaries
