"dept_code","dept_name","prog_code","prog_name","fund_code","fund_name","account_code","account_name","new_key","2014_15_actuals","2015_16_adopted_budget","2015_16_estimates","2016_17_adopted_budget","2016_17_estimates","2016_17_proposed_budget","2017_18_proposed"
"53LVL4","Capital Finance Administration","53BD","Public Improvements","100","General Fund","5370","Cost Reimbursement From Library","53LVL453BD1005370",5664122,5698875,5723875,5724200,5724200,5724200,5728750
"53LVL4","Capital Finance Administration","53FH","Building Services","100","General Fund","5188","Miscellaneous Revenue-Others","53LVL453FH1005188",1908910,225000,1050000,250000,3733816,250000,250000
"54","Capital Improvement Expenditure Program","5499","CIEP ALL - Default Program","100","General Fund","3684","Other Federal Grants","5454991003684",766558,NA,NA,NA,NA,NA,NA
"54","Capital Improvement Expenditure Program","5499","CIEP ALL - Default Program","100","General Fund","4595","Service To Airports","5454991004595",NA,NA,2739530,NA,NA,NA,NA
"54","Capital Improvement Expenditure Program","5499","CIEP ALL - Default Program","100","General Fund","5102","Donations & Contributions","5454991005102",NA,NA,83999,NA,NA,NA,NA
"54","Capital Improvement Expenditure Program","5499","CIEP ALL - Default Program","100","General Fund","5188","Miscellaneous Revenue-Others","5454991005188",260060,NA,NA,20000,NA,20000,NA
"54","Capital Improvement Expenditure Program","5499","CIEP ALL - Default Program","100","General Fund","5301","Reimb From Other Funds","5454991005301",NA,NA,NA,NA,1e+05,NA,0
"54","Capital Improvement Expenditure Program","5499","CIEP ALL - Default Program","100","General Fund","5370","Cost Reimbursement From Library","5454991005370",850000,NA,NA,NA,NA,NA,NA
"54","Capital Improvement Expenditure Program","54FH","Capital Improvements - Public Buildings and Facilities","100","General Fund","5188","Miscellaneous Revenue-Others","5454FH1005188",NA,20000,NA,NA,0,NA,50000
"56LVL4","General City Purposes","5602","Governmental Services","100","General Fund","4596","Service To Water & Power","56LVL456021004596",NA,5e+05,NA,5e+05,NA,5e+05,NA
"56LVL4","General City Purposes","5602","Governmental Services","100","General Fund","5188","Miscellaneous Revenue-Others","56LVL456021005188",13450,NA,NA,NA,3000,NA,0
"56LVL4","General City Purposes","5602","Governmental Services","100","General Fund","5301","Reimb From Other Funds","56LVL456021005301",79988,72548,73000,73000,73000,73000,73000
"59LVL4","Liability Claims","5901","Liability Claims","100","General Fund","5188","Miscellaneous Revenue-Others","59LVL459011005188",NA,NA,6500000,NA,NA,NA,NA
"59LVL4","Liability Claims","5901","Liability Claims","100","General Fund","5301","Reimb From Other Funds","59LVL459011005301",811877,7e+05,7e+05,1e+05,NA,1e+05,NA
"59LVL4","Liability Claims","5999","Liability Claims - Default Program","100","General Fund","5188","Miscellaneous Revenue-Others","59LVL459991005188",2502384,NA,1e+05,NA,6000,NA,5000
"59LVL4","Liability Claims","5999","Liability Claims - Default Program","100","General Fund","5301","Reimb From Other Funds","59LVL459991005301",NA,NA,NA,NA,501294,NA,1e+05
"60LVL4","Water and Electricity","60AJ","Lighting of Streets","100","General Fund","5301","Reimb From Other Funds","60LVL460AJ1005301",NA,NA,48859,NA,NA,NA,NA
"60LVL4","Water and Electricity","60AJ","Lighting of Streets","100","General Fund","5370","Cost Reimbursement From Library","60LVL460AJ1005370",NA,4624224,NA,NA,NA,NA,NA
"60LVL4","Water and Electricity","60DB","Educational Opportunities","100","General Fund","5370","Cost Reimbursement From Library","60LVL460DB1005370",3598778,NA,4385000,4403000,4403000,4403000,4480000
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","4352","Workers Comp Pension Offsets","61LVL461071004352",846944,1e+06,1e+06,850000,1e+06,850000,1e+06
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","4593","Workers Compensation","61LVL461071004593",1217461,7e+05,7e+05,7e+05,650000,7e+05,7e+05
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","4594","Supplemental Dental & Opt Sub","61LVL461071004594",873959,1034298,1034298,866700,9e+05,866700,866700
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","5173","W/C Embezzlement Restitution","61LVL461071005173",1288,1000,1000,1000,1000,1000,1000
"61LVL4","Human Resources Benefits","6107","Human Resources Benefits","100","General Fund","5188","Miscellaneous Revenue-Others","61LVL461071005188",94910,15000,15000,15000,50000,15000,40000
"65","Disability","6501","ADA Compliance","100","General Fund","5361","Related Cost Reimb-Others","6565011005361",NA,NA,NA,15251,15251,15251,20494
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3201","Dog Licenses","66011003201",NA,1431402,2247804,2296570,NA,2296570,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3202","Duplicate Tags","66011003202",NA,6000,6000,4500,NA,4500,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3203","Sentry Dog Licenses","66011003203",NA,NA,129,NA,NA,NA,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3204","Sentry Dog Trainers Licenses","66011003204",NA,NA,88,750,NA,750,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3205","Dog License Penalty Fee","66011003205",NA,60000,75568,75000,NA,75000,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3208","Breeder's License Fee","66011003208",NA,150000,140130,209620,NA,209620,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3209","Comm & Ind Guard Dog Licenses","66011003209",NA,8000,9735,7500,NA,7500,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","3282","Filming Permits","66011003282",NA,30000,15000,15000,NA,15000,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","4183","Animal Regulation Permits","66011004183",NA,245000,NA,NA,NA,NA,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","4815","Fines And Penalties-Others","66011004815",29804,50000,16405,20000,NA,20000,NA
"6","Animal Services","601","Animal Control and Law Enforcement","100","General Fund","5188","Miscellaneous Revenue-Others","66011005188",NA,120000,NA,NA,NA,NA,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","3207","Cat Identification Fees","66021003207",NA,NA,3615,NA,NA,NA,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4172","Animal Pick-Up Fees","66021004172",7674,NA,7799,7000,NA,7000,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4173","Animal Impoundment Fees","66021004173",175316,NA,160169,187500,NA,187500,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4175","Trap Rental Fees","66021004175",2637,NA,3215,2000,NA,2000,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4177","Cat Pound Fees","66021004177",89165,NA,57750,252000,NA,252000,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4178","Dog Pound Fees","66021004178",788646,NA,504750,1457000,NA,1457000,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4179","Veterinary Medical Fees","66021004179",24725,NA,NA,NA,NA,NA,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4180","Other Animal Pound Fees","66021004180",21372,NA,13900,10000,NA,10000,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4183","Animal Regulation Permits","66021004183",297980,NA,NA,NA,NA,NA,NA
"6","Animal Services","602","Shelter Operations and Animal Care","100","General Fund","4184","Miscellaneous-Animal Reg","66021004184",13320,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3201","Dog Licenses","66031003201",1726693,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3202","Duplicate Tags","66031003202",8849,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3203","Sentry Dog Licenses","66031003203",95,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3205","Dog License Penalty Fee","66031003205",76812,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3206","Equine Licenses","66031003206",339,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3207","Cat Identification Fees","66031003207",35,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3208","Breeder's License Fee","66031003208",192157,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3209","Comm & Ind Guard Dog Licenses","66031003209",12700,NA,NA,NA,NA,NA,NA
"6","Animal Services","603","License Processing","100","General Fund","3282","Filming Permits","66031003282",19525,NA,NA,NA,NA,NA,NA
"6","Animal Services","607","Animal Medical Services","100","General Fund","4179","Veterinary Medical Fees","66071004179",NA,20000,45000,15000,NA,15000,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","3201","Dog Licenses","66091003201",NA,597927,NA,NA,NA,NA,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4172","Animal Pick-Up Fees","66091004172",NA,7000,NA,NA,NA,NA,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4173","Animal Impoundment Fees","66091004173",NA,170000,NA,NA,NA,NA,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4175","Trap Rental Fees","66091004175",NA,2000,NA,NA,NA,NA,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4177","Cat Pound Fees","66091004177",NA,68000,19250,NA,NA,NA,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4178","Dog Pound Fees","66091004178",NA,650000,168250,NA,NA,NA,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4180","Other Animal Pound Fees","66091004180",NA,17000,NA,NA,NA,NA,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4183","Animal Regulation Permits","66091004183",NA,NA,246793,227500,NA,227500,NA
"6","Animal Services","609","Public Counters and Community Services","100","General Fund","4184","Miscellaneous-Animal Reg","66091004184",NA,18000,204759,17500,NA,17500,NA
"6","Animal Services","650","General Administration and Support","100","General Fund","4332","Bad Check Collection Fees","66501004332",1470,1000,1280,1500,NA,1500,NA
"6","Animal Services","650","General Administration and Support","100","General Fund","5361","Related Cost Reimb-Others","66501005361",NA,NA,210252,213177,NA,213177,NA
"66","Personnel","6602","Employee Selection","100","General Fund","4596","Service To Water & Power","6666021004596",NA,687324,687324,559662,NA,559662,NA
"66","Personnel","6602","Employee Selection","100","General Fund","5328","Sewer Cons & Main Related Cost","6666021005328",NA,129196,129196,NA,NA,NA,NA
"66","Personnel","6602","Employee Selection","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","6666021005359",NA,131445,131445,NA,NA,NA,NA
"66","Personnel","6603","Workers' Compensation and Safety","100","General Fund","4593","Workers Compensation","6666031004593",8603921,8e+06,8e+06,8e+06,8e+06,8e+06,8e+06
"66","Personnel","6604","Employee Benefits","100","General Fund","4354","Deferred Comp Empl Admin Fees","6666041004354",445830,480000,480000,450000,723158,450000,423000
"66","Personnel","6604","Employee Benefits","100","General Fund","5301","Reimb From Other Funds","6666041005301",NA,NA,NA,411502,NA,411502,NA
"66","Personnel","6604","Employee Benefits","100","General Fund","5336","Mobile Src Air Pollut Rel Cost","6666041005336",NA,365913,NA,NA,444135,NA,611656
"66","Personnel","6605","Occupational Health","100","General Fund","5328","Sewer Cons & Main Related Cost","6666051005328",NA,72000,72000,NA,NA,NA,NA
"66","Personnel","6609","Liaison Services","100","General Fund","5328","Sewer Cons & Main Related Cost","6666091005328",1291003,970563,970563,1229006,1229006,1229006,1373766
"66","Personnel","6609","Liaison Services","100","General Fund","5329","Rent Control Related Cost","6666091005329",72536,93270,93270,95852,95852,95852,96338
"66","Personnel","6609","Liaison Services","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","6666091005331",90031,NA,152293,NA,115385,NA,0
"66","Personnel","6609","Liaison Services","100","General Fund","5334","Community Dev Tr Related Cost","6666091005334",35127,NA,NA,NA,NA,NA,NA
"66","Personnel","6609","Liaison Services","100","General Fund","5335","Community Svcs Adm Gr Rel Cost","6666091005335",56033,NA,NA,NA,NA,NA,NA
"66","Personnel","6609","Liaison Services","100","General Fund","5336","Mobile Src Air Pollut Rel Cost","6666091005336",269364,NA,NA,444135,NA,444135,NA
"66","Personnel","6609","Liaison Services","100","General Fund","5338","Stormwtr Pollu Abate Rel Cost","6666091005338",10494,16375,16375,21822,21822,21822,18354
"66","Personnel","6609","Liaison Services","100","General Fund","5341","Home Invest Prtnrship Rel Cost","6666091005341",21440,29863,29863,30337,30337,30337,45949
"66","Personnel","6609","Liaison Services","100","General Fund","5342","St Lighting Assess Rel Cost","6666091005342",45100,44480,44480,68258,68258,68258,67854
"66","Personnel","6609","Liaison Services","100","General Fund","5345","Sanit Equip Chg Acq Fd Rel Cost","6666091005345",380748,308760,308760,381306,381306,381306,388084
"66","Personnel","6609","Liaison Services","100","General Fund","5351","Code Enforcement Rel Cost","6666091005351",191963,207862,207862,213825,213825,213825,213043
"66","Personnel","6609","Liaison Services","100","General Fund","5355","Work Invest Act Rel Cost","6666091005355",NA,173265,173265,NA,NA,NA,NA
"66","Personnel","6609","Liaison Services","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","6666091005359",375008,777372,777372,555356,555356,555356,749298
"66","Personnel","6609","Liaison Services","100","General Fund","5372","Workforce Innov Opp Act (Wioa) Rel Cost","6666091005372",NA,NA,NA,177204,135392,177204,140000
"66","Personnel","6650","General Administration and Support","100","General Fund","4083","Witness Fee","6666501004083",15,NA,NA,NA,NA,NA,NA
"66","Personnel","6650","General Administration and Support","100","General Fund","4332","Bad Check Collection Fees","6666501004332",75,NA,NA,NA,NA,NA,NA
"66","Personnel","6650","General Administration and Support","100","General Fund","4337","Miscellaneous Personnel Fees","6666501004337",6109,12000,12000,8000,8000,8000,8000
"66","Personnel","6650","General Administration and Support","100","General Fund","4595","Service To Airports","6666501004595",1152606,1199815,2053450,2058061,1241693,2058061,2666683
"66","Personnel","6650","General Administration and Support","100","General Fund","4596","Service To Water & Power","6666501004596",3178718,3781511,3799049,3781511,5050383,3781511,5539802
"66","Personnel","6650","General Administration and Support","100","General Fund","4597","Service To Harbor","6666501004597",392838,663365,580191,663365,921222,663365,806528
"66","Personnel","6650","General Administration and Support","100","General Fund","5188","Miscellaneous Revenue-Others","6666501005188",31908,5000,5000,5000,19639,5000,5000
"66","Personnel","6650","General Administration and Support","100","General Fund","5301","Reimb From Other Funds","6666501005301",678719,147570,147570,NA,411502,NA,719951
"66","Personnel","6650","General Administration and Support","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","6666501005331",NA,81596,NA,NA,NA,NA,NA
"68","City Planning","6801","Citywide Planning","100","General Fund","5301","Reimb From Other Funds","6868011005301",89279,NA,NA,NA,303800,NA,0
"68","City Planning","6801","Citywide Planning","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","6868011005331",47002,34925,34925,34925,NA,34925,NA
"68","City Planning","6801","Citywide Planning","100","General Fund","5361","Related Cost Reimb-Others","6868011005361",4e+05,2220645,2220645,2220645,1073200,2220645,359745
"68","City Planning","6801","Citywide Planning","100","General Fund","5367","Measure R Traffic Relief Oh Reimb","6868011005367",NA,501148,501148,501148,0,501148,403755
"68","City Planning","6802","Community Planning","100","General Fund","3365","State Project Agreements","6868021003365",7587,181822,181822,181822,NA,181822,NA
"68","City Planning","6802","Community Planning","100","General Fund","4595","Service To Airports","6868021004595",104812,183975,183975,183975,NA,183975,NA
"68","City Planning","6802","Community Planning","100","General Fund","5301","Reimb From Other Funds","6868021005301",9e+05,NA,NA,NA,NA,NA,NA
"68","City Planning","6802","Community Planning","100","General Fund","5358","City Planning Systems Rel Cost","6868021005358",NA,NA,NA,NA,0,NA,422351
"68","City Planning","6802","Community Planning","100","General Fund","5361","Related Cost Reimb-Others","6868021005361",1e+06,3163238,3163238,3163238,613258,3163238,321264
"68","City Planning","6803","Historic Resources","100","General Fund","5301","Reimb From Other Funds","6868031005301",50000,1923723,1923723,1923723,90000,1923723,0
"68","City Planning","6803","Historic Resources","100","General Fund","5361","Related Cost Reimb-Others","6868031005361",101652,NA,NA,349047,262733,349047,0
"68","City Planning","6804","Development Services","100","General Fund","5359","Bldg & Safety Ent Fnd Rel Cost","6868041005359",NA,1323675,1323675,1323675,573050,1323675,2043918
"68","City Planning","6804","Development Services","100","General Fund","5361","Related Cost Reimb-Others","6868041005361",3e+06,6033797,6033797,4033797,1992399,4033797,3199434
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","3365","State Project Agreements","6868051003365",NA,NA,NA,NA,160500,NA,50000
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","4595","Service To Airports","6868051004595",NA,NA,NA,NA,155000,NA,230438
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","5301","Reimb From Other Funds","6868051005301",NA,NA,NA,NA,935940,NA,1300884
"68","City Planning","6805","Neighborhood Initiatives and Transit Oriented Planning","100","General Fund","5361","Related Cost Reimb-Others","6868051005361",NA,NA,NA,NA,219020,NA,336578
"68","City Planning","6806","Geographic Project Planning","100","General Fund","5361","Related Cost Reimb-Others","6868061005361",NA,NA,NA,5054176,6239931,5054176,8006724
"68","City Planning","6807","Major Projects and Project Plan Support","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","6868071005331",NA,NA,NA,NA,10229,NA,34925
"68","City Planning","6807","Major Projects and Project Plan Support","100","General Fund","5361","Related Cost Reimb-Others","6868071005361",NA,NA,NA,2011118,2627330,2011118,5100918
"68","City Planning","6849","Technology Support","100","General Fund","5358","City Planning Systems Rel Cost","6868491005358",1844681,2341921,2341921,2551921,2551921,2551921,3708986
"68","City Planning","6849","Technology Support","100","General Fund","5361","Related Cost Reimb-Others","6868491005361",6e+05,208710,208710,618350,700682,618350,296457
"68","City Planning","6850","General Administration and Support","100","General Fund","4332","Bad Check Collection Fees","6868501004332",770,2100,2100,2100,2100,2100,2100
"68","City Planning","6850","General Administration and Support","100","General Fund","4339","Miscellaneous Gov't Services","6868501004339",NA,2000,2000,2000,2000,2000,2000
"68","City Planning","6850","General Administration and Support","100","General Fund","4542","Reimb Salaries & Wages","6868501004542",152,NA,NA,NA,NA,NA,NA
"68","City Planning","6850","General Administration and Support","100","General Fund","5168","Reimb Of Prior Year Salary","6868501005168",5337,NA,NA,NA,NA,NA,NA
"68","City Planning","6850","General Administration and Support","100","General Fund","5169","Jury Duty Reimbursement","6868501005169",NA,NA,NA,NA,60,NA,0
"68","City Planning","6850","General Administration and Support","100","General Fund","5172","Phone Calls Reimbursement","6868501005172",28,NA,NA,NA,1453,NA,0
"68","City Planning","6850","General Administration and Support","100","General Fund","5361","Related Cost Reimb-Others","6868501005361",1e+06,NA,NA,250000,1598302,250000,201834
"70","Police","7001","Field Forces","100","General Fund","3811","Reimb From Other Agencies","7070011003811",1473617,1570000,1570000,1570000,1570000,1570000,1570000
"70","Police","7001","Field Forces","100","General Fund","4081","Extradition Reimbursement","7070011004081",16161,10400,10400,11250,11250,11250,11250
"70","Police","7001","Field Forces","100","General Fund","4082","Witness Fees St Code Sec680972","7070011004082",245928,2e+05,211138,250000,250000,250000,250000
"70","Police","7001","Field Forces","100","General Fund","4086","Miscellaneous-Police Services","7070011004086",820537,2e+05,2e+05,2e+05,6e+05,2e+05,6e+05
"70","Police","7001","Field Forces","100","General Fund","4595","Service To Airports","7070011004595",7167706,10464142,8977484,10374958,10203049,10374958,11044319
"70","Police","7001","Field Forces","100","General Fund","4603","Service To Lacmta","7070011004603",NA,NA,NA,NA,4063000,NA,56469608
"70","Police","7001","Field Forces","100","General Fund","4662","Impound Fee","7070011004662",10778993,1.1e+07,1.1e+07,1.1e+07,10750000,1.1e+07,10750000
"70","Police","7001","Field Forces","100","General Fund","4835","Vehicle Forfeiture Proceeds","7070011004835",1,6000,1000,6000,NA,6000,NA
"70","Police","7001","Field Forces","100","General Fund","5161","Reimbursement Of Expenditures","7070011005161",1582630,2e+06,2e+06,1600000,3789474,1600000,1600000
"70","Police","7001","Field Forces","100","General Fund","5168","Reimb Of Prior Year Salary","7070011005168",NA,NA,NA,NA,0,NA,2600
"70","Police","7001","Field Forces","100","General Fund","5301","Reimb From Other Funds","7070011005301",2190015,4e+06,4e+06,4e+06,2037000,4e+06,2e+06
"70","Police","7001","Field Forces","100","General Fund","5346","Related Cost Reimb Fr Grants","7070011005346",89791,NA,NA,NA,NA,NA,NA
"70","Police","7003","Specialized Investigation","100","General Fund","4081","Extradition Reimbursement","7070031004081",307055,197600,197600,213750,213750,213750,213750
"70","Police","7003","Specialized Investigation","100","General Fund","4084","Laboratory Fees","7070031004084",343360,437000,446682,437000,437000,437000,437000
"70","Police","7003","Specialized Investigation","100","General Fund","4595","Service To Airports","7070031004595",1779145,NA,NA,2575238,2533156,2575238,2742022
"70","Police","7003","Specialized Investigation","100","General Fund","5161","Reimbursement Of Expenditures","7070031005161",296743,NA,NA,3e+05,860526,3e+05,3e+05
"70","Police","7003","Specialized Investigation","100","General Fund","5171","City Atty Collection Services","7070031005171",523915,3e+05,321038,5e+05,5e+05,5e+05,5e+05
"70","Police","7003","Specialized Investigation","100","General Fund","5423","Law Enforcement","7070031005423",5214793,NA,NA,NA,NA,NA,NA
"70","Police","7004","Custody of Persons and Property","100","General Fund","4834","Escheatment","7070041004834",1433758,1500000,1500000,1669822,1e+06,1500000,1500000
"70","Police","7005","Traffic Control","100","General Fund","4595","Service To Airports","7070051004595",109808,179516,191010,158932,154058,158932,166761
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","3282","Filming Permits","7070061003282",220355,1e+05,115000,150000,150000,150000,150000
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","4595","Service To Airports","7070061004595",6387914,9155337,9741525,9246243,9093831,9246243,9843642
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5161","Reimbursement Of Expenditures","7070061005161",98914,NA,NA,1e+05,174250,1e+05,1e+05
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5164","Reim Emp Rel-Police Protectn","7070061005164",187500,NA,637500,1650000,NA,NA,NA
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5328","Sewer Cons & Main Related Cost","7070061005328",815103,984283,907811,865291,865291,865291,678159
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","7070061005331",NA,169180,1190535,50000,78000,50000,50000
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5370","Cost Reimbursement From Library","7070061005370",2653431,4394309,4780309,4931137,4060000,4931137,5181137
"70","Police","7006","Specialized Enforcement and Protection","100","General Fund","5423","Law Enforcement","7070061005423",NA,4e+06,5677693,NA,NA,NA,NA
"70","Police","7047","Personnel Training and Support","100","General Fund","4074","Police Officers Property","7070471004074",13137,12000,12000,12000,12000,12000,12000
"70","Police","7047","Personnel Training and Support","100","General Fund","5164","Reim Emp Rel-Police Protectn","7070471005164",NA,NA,NA,NA,1650000,NA,850000
"70","Police","7048","Departmental Support","100","General Fund","4072","Photocopies Rpt -Police","7070481004072",1890089,1800000,1800000,1800000,1100000,1800000,9e+05
"70","Police","7048","Departmental Support","100","General Fund","4079","Police Immig Clearance Letters","7070481004079",NA,12000,5000,12000,NA,12000,NA
"70","Police","7048","Departmental Support","100","General Fund","4595","Service To Airports","7070481004595",14764,179516,191010,21359,24209,21359,26205
"70","Police","7048","Departmental Support","100","General Fund","5168","Reimb Of Prior Year Salary","7070481005168",276,NA,NA,NA,NA,NA,NA
"70","Police","7048","Departmental Support","100","General Fund","5188","Miscellaneous Revenue-Others","7070481005188",1317241,5e+05,5e+05,5e+05,9e+05,5e+05,550000
"70","Police","7048","Departmental Support","100","General Fund","5321","Reimb Prop Q Police/Fire Fund","7070481005321",126050,94636,1e+05,NA,36900,NA,0
"70","Police","7048","Departmental Support","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","7070481005331",39180,NA,NA,NA,NA,NA,NA
"70","Police","7050","General Administration and Support","100","General Fund","3286","Bingo Percentage Fee","7070501003286",191600,167000,167000,167000,147000,167000,147000
"70","Police","7050","General Administration and Support","100","General Fund","4071","Police Permit","7070501004071",5804356,6200000,6200000,6200000,6500000,6200000,6200000
"70","Police","7050","General Administration and Support","100","General Fund","4078","Excessive False Alarm Fees","7070501004078",7928846,8100000,8100000,8100000,7500000,8100000,7600000
"70","Police","7050","General Administration and Support","100","General Fund","5311","Reimb-Metro Rail Project","7070501005311",111983,233500,234000,233500,233500,233500,233500
"70","Police","7051","Internal Integrity and Standards Enforcement","100","General Fund","4083","Witness Fee","7070511004083",85393,82000,82000,82000,82000,82000,82000
"74","Board of Public Works","7402","Project Restore","100","General Fund","5332","Arts & Cultural Fac Rel Cost","7474021005332",NA,37396,NA,NA,NA,NA,NA
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","3244","U Permits","7474031003244",28,NA,NA,NA,NA,NA,NA
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4332","Bad Check Collection Fees","7474031004332",2380,1500,1500,1500,1500,1500,1500
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4340","Reimb Of Accounting Services","7474031004340",261952,320000,320000,320000,320000,320000,332000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4595","Service To Airports","7474031004595",1467,NA,NA,NA,NA,NA,NA
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4596","Service To Water & Power","7474031004596",286,NA,NA,NA,NA,NA,NA
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4651","Miscellaneous Service Charges","7474031004651",NA,30000,30000,30000,30000,30000,30000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","4815","Fines And Penalties-Others","7474031004815",400,NA,NA,NA,NA,NA,NA
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5168","Reimb Of Prior Year Salary","7474031005168",NA,NA,NA,NA,136,NA,0
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5175","Collection Fee","7474031005175",24246,5000,5000,5000,10240,5000,20000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5188","Miscellaneous Revenue-Others","7474031005188",NA,1500,1500,1500,1500,1500,1500
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5301","Reimb From Other Funds","7474031005301",73404,15000,15000,28000,28000,28000,28000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5304","Gas Tax Projects","7474031005304",120539,56964,56964,NA,NA,NA,NA
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5317","Seismic Bond Fund","7474031005317",NA,50000,50000,50000,50000,50000,50000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5319","Reimb Prop F Animal Bond Fund","7474031005319",18859,NA,20000,20000,32000,20000,0
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5320","Reimb Prop F Fire Bond Fund","7474031005320",21519,20000,20000,20000,37000,20000,0
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5321","Reimb Prop Q Police/Fire Fund","7474031005321",21371,21000,21000,21000,47000,21000,0
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5322","Proposition K Funds","7474031005322",136457,136000,136000,196970,136000,136457,136457
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5323","Reimb Prop O Storm Water Clean","7474031005323",NA,38367,30000,50000,50000,50000,50000
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5328","Sewer Cons & Main Related Cost","7474031005328",1216832,1845937,2289776,1879207,1879207,1879207,1756886
"74","Board of Public Works","7403","Public Works Accounting","100","General Fund","5331","Reimb Of Related Cost-Pr Yr","7474031005331",45766,1216838,1571942,NA,24851,NA,0
