Dept Code,Department Name,Program Code,Program Name,Fund Code,Fund Name,Account Code,Account Name,2014-15 Actuals,2015-16 Adopted Budget,2015-16 Estimates,2016-17 Proposed Budget,2016-17 Adopted Budget
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,271221,,
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5334,Community Dev Tr Related Cost,167185,372461,192691,457775,457775
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,16741,,27123,,
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5341,Home Invest Prtnrship Rel Cost,47415,414776,71803,277390,277390
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,3874,,4568,,
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5346,Related Cost Reimb Fr Grants,28928,,46222,26480,26480
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5351,Code Enforcement Rel Cost,470399,,901915,29139,29139
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5361,Related Cost Reimb-Others,80688,1030599,78818,1007865,1007865
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5363,Related Cost - Arra,4017,191729,6099,,
43,Housing and Community Investment,4302,Affordable Housing Asset Management,100,General Fund,5366,Federal Emerg Shelter Rel Cost,1883,,1582,,
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5329,Rent Control Related Cost,129879,39895,242171,16373,16373
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,236966,,
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5334,Community Dev Tr Related Cost,146070,657611,168356,746159,746159
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,14627,46733,23699,57746,57746
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5341,Home Invest Prtnrship Rel Cost,41426,141951,62734,79678,79678
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,3385,1103,3991,14046,14046
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5346,Related Cost Reimb Fr Grants,25274,,40385,15972,15972
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5351,Code Enforcement Rel Cost,410988,100127,788007,70599,70599
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5361,Related Cost Reimb-Others,70496,133847,68863,85111,85111
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5363,Related Cost - Arra,3509,19695,5329,,
43,Housing and Community Investment,4304,Strategic Planning and Policy Development,100,General Fund,5366,Federal Emerg Shelter Rel Cost,1645,5459,1383,4299,4299
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5329,Rent Control Related Cost,277246,3074833,516953,3111926,3111926
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,505841,,
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5334,Community Dev Tr Related Cost,311809,17975,359380,19713,19713
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,31224,,50588,,
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5341,Home Invest Prtnrship Rel Cost,88431,,133916,,
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,7226,,8520,,
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5346,Related Cost Reimb Fr Grants,53952,,86208,,
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5351,Code Enforcement Rel Cost,877317,437727,1682120,446518,446518
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5361,Related Cost Reimb-Others,150485,400049,147000,,
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5363,Related Cost - Arra,7491,,11376,,
43,Housing and Community Investment,4305,Rent Stabilization,100,General Fund,5366,Federal Emerg Shelter Rel Cost,3511,,2951,,
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5329,Rent Control Related Cost,788789,13336,1470776,23223,23223
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,1439159,,
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5334,Community Dev Tr Related Cost,887122,7567,1022463,7961,7961
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,88834,760,143925,641,641
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5341,Home Invest Prtnrship Rel Cost,251593,142380,381003,111426,111426
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,20558,,24241,433,433
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5346,Related Cost Reimb Fr Grants,153498,,245266,296,296
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5351,Code Enforcement Rel Cost,2496041,10047004,4785771,9630183,9630183
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5361,Related Cost Reimb-Others,428144,42702,418231,6627,6627
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5363,Related Cost - Arra,21314,,32364,,
43,Housing and Community Investment,4306,Multi-family Residential Code Enforcement,100,General Fund,5366,Federal Emerg Shelter Rel Cost,9990,,8398,140,140
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5329,Rent Control Related Cost,155597,640973,290127,643188,643188
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,283891,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5334,Community Dev Tr Related Cost,174995,,201692,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,17523,,28392,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5341,Home Invest Prtnrship Rel Cost,49630,,75157,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,4055,,4783,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5346,Related Cost Reimb Fr Grants,30279,,48382,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5351,Code Enforcement Rel Cost,492372,1762745,944047,1715989,1715989
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5361,Related Cost Reimb-Others,84456,87651,82501,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5363,Related Cost - Arra,4204,,6384,,
43,Housing and Community Investment,4307,Code and Rent Compliance,100,General Fund,5366,Federal Emerg Shelter Rel Cost,1971,,1656,,
43,Housing and Community Investment,4310,Commissions and Community Engagement,100,General Fund,5329,Rent Control Related Cost,,5867,,5753,5753
43,Housing and Community Investment,4310,Commissions and Community Engagement,100,General Fund,5334,Community Dev Tr Related Cost,,80520,,,
43,Housing and Community Investment,4310,Commissions and Community Engagement,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,,14366,,17158,17158
43,Housing and Community Investment,4310,Commissions and Community Engagement,100,General Fund,5361,Related Cost Reimb-Others,,20227,,,
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5329,Rent Control Related Cost,123192,,229704,7515,7515
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,224766,,
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5334,Community Dev Tr Related Cost,138550,800864,159687,663601,663601
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,13874,159778,22479,120586,120586
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5341,Home Invest Prtnrship Rel Cost,39294,,59505,1459,1459
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,3211,43420,3786,31054,31054
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5346,Related Cost Reimb Fr Grants,23973,,38306,115878,115878
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5351,Code Enforcement Rel Cost,389828,,747435,24003,24003
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5361,Related Cost Reimb-Others,66867,210571,65318,89815,89815
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5363,Related Cost - Arra,3329,,5055,,
43,Housing and Community Investment,4311,Monitoring and Technical Services,100,General Fund,5366,Federal Emerg Shelter Rel Cost,1560,1996,1311,15243,15243
43,Housing and Community Investment,4312,Housing Strategies and Services,100,General Fund,5334,Community Dev Tr Related Cost,,,,264108,264108
43,Housing and Community Investment,4312,Housing Strategies and Services,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,,,,40009,40009
43,Housing and Community Investment,4312,Housing Strategies and Services,100,General Fund,5341,Home Invest Prtnrship Rel Cost,,,,61251,61251
43,Housing and Community Investment,4312,Housing Strategies and Services,100,General Fund,5346,Related Cost Reimb Fr Grants,,,,37672,37672
43,Housing and Community Investment,4312,Housing Strategies and Services,100,General Fund,5361,Related Cost Reimb-Others,,,,170255,170255
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5329,Rent Control Related Cost,166399,406197,310268,494777,494777
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,,303598,,
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5334,Community Dev Tr Related Cost,187143,113431,215695,148205,148205
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,18740,10992,30362,13575,13575
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5341,Home Invest Prtnrship Rel Cost,53075,44335,80375,29617,29617
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,4337,1487,5113,2244,2244
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5346,Related Cost Reimb Fr Grants,32381,,51740,6341,6341
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5351,Code Enforcement Rel Cost,526553,880652,1009584,822954,822954
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5361,Related Cost Reimb-Others,90319,144654,88227,104687,104687
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5363,Related Cost - Arra,4496,15625,6827,,
43,Housing and Community Investment,4349,Technology Support,100,General Fund,5366,Federal Emerg Shelter Rel Cost,2108,1996,1771,2382,2382
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5168,Reimb Of Prior Year Salary,44,,37,,
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5188,Miscellaneous Revenue-Others,62444,,2195,,105000
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5329,Rent Control Related Cost,506142,892692,943751,730694,730694
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,80768,,992268,,
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5334,Community Dev Tr Related Cost,569238,663349,656084,1330007,1330007
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,57002,66744,92353,203428,203428
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5341,Home Invest Prtnrship Rel Cost,161440,237301,244479,254797,254797
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5344,Hsg Opp Persons W/ Aids Rel Cost,13191,8647,15554,59433,59433
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5346,Related Cost Reimb Fr Grants,98495,,157381,87182,87182
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5351,Code Enforcement Rel Cost,1601634,2838466,3070883,1808333,1808333
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5361,Related Cost Reimb-Others,274726,565598,268365,643705,643705
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5363,Related Cost - Arra,13677,85563,20767,,
43,Housing and Community Investment,4350,General Administration and Support,100,General Fund,5366,Federal Emerg Shelter Rel Cost,6411,10202,5388,21458,21458
46,Mayor,4601,Office of the Mayor,100,General Fund,4513,Transfers And Grants,117500,,,,
46,Mayor,4601,Office of the Mayor,100,General Fund,4595,Service To Airports,238611,360288,214477,215000,215000
46,Mayor,4601,Office of the Mayor,100,General Fund,4596,Service To Water & Power,266789,284887,455024,444000,444000
46,Mayor,4601,Office of the Mayor,100,General Fund,4597,Service To Harbor,206760,697665,610190,618000,618000
46,Mayor,4601,Office of the Mayor,100,General Fund,5161,Reimbursement Of Expenditures,351374,,375594,700000,
46,Mayor,4601,Office of the Mayor,100,General Fund,5168,Reimb Of Prior Year Salary,611,,,,
46,Mayor,4601,Office of the Mayor,100,General Fund,5301,Reimb From Other Funds,18551,,,,
46,Mayor,4601,Office of the Mayor,100,General Fund,5311,Reimb-Metro Rail Project,49529,,79000,57415,57415
46,Mayor,4601,Office of the Mayor,100,General Fund,5328,Sewer Cons & Main Related Cost,12886,37394,37000,28687,28687
46,Mayor,4601,Office of the Mayor,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,289723,49016,230000,230000,230000
46,Mayor,4601,Office of the Mayor,100,General Fund,5334,Community Dev Tr Related Cost,3018,,,,
46,Mayor,4601,Office of the Mayor,100,General Fund,5336,Mobile Src Air Pollut Rel Cost,,27380,27000,10987,10987
46,Mayor,4601,Office of the Mayor,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,12593,15876,16000,19262,19262
46,Mayor,4601,Office of the Mayor,100,General Fund,5340,Prop C Antigridlock Rel Cost,,79552,,,
46,Mayor,4601,Office of the Mayor,100,General Fund,5345,Sanit Equip Chg Acq Fd Rel Cost,12888,37394,46427,28687,28687
46,Mayor,4601,Office of the Mayor,100,General Fund,5355,Work Invest Act Rel Cost,,120041,,,
46,Mayor,4601,Office of the Mayor,100,General Fund,5361,Related Cost Reimb-Others,17578,,207000,207000,207000
46,Mayor,4601,Office of the Mayor,100,General Fund,5372,Workforce Innov Opp Act (Wioa) Rel Cost,,,120000,120041,120041
46,Mayor,4699,Mayor - Default Program,100,General Fund,4903,Interest Income-Other,5,,,,
46,Mayor,4699,Mayor - Default Program,100,General Fund,5346,Related Cost Reimb Fr Grants,934900,,,,
48,Convention and Tourism Development,4803,Convention and Tourism Development,100,General Fund,5301,Reimb From Other Funds,250,,,,
53LVL4,Capital Finance Administration,5399,Capital Finance Administration - Default Program,100,General Fund,3812,Reim Fr Us Treas-Int Rz Eco Bd,,,400000,,
53LVL4,Capital Finance Administration,5399,Capital Finance Administration - Default Program,100,General Fund,5301,Reimb From Other Funds,4986630,,,,
53LVL4,Capital Finance Administration,53BD,Public Improvements,100,General Fund,3812,Reim Fr Us Treas-Int Rz Eco Bd,1596235,2237392,2237392,2000000,2000000
53LVL4,Capital Finance Administration,53BD,Public Improvements,100,General Fund,5188,Miscellaneous Revenue-Others,,,7400000,,
53LVL4,Capital Finance Administration,53BD,Public Improvements,100,General Fund,5370,Cost Reimbursement From Library,5664122,5698875,5723875,5724200,5724200
53LVL4,Capital Finance Administration,53FH,Building Services,100,General Fund,5188,Miscellaneous Revenue-Others,1908910,225000,1050000,250000,250000
54,Capital Improvement Expenditure Program,5499,CIEP ALL - Default Program,100,General Fund,3684,Other Federal Grants,766558,,,,
54,Capital Improvement Expenditure Program,5499,CIEP ALL - Default Program,100,General Fund,4595,Service To Airports,,,2739530,,
54,Capital Improvement Expenditure Program,5499,CIEP ALL - Default Program,100,General Fund,5102,Donations & Contributions,,,83999,,
54,Capital Improvement Expenditure Program,5499,CIEP ALL - Default Program,100,General Fund,5188,Miscellaneous Revenue-Others,260060,,,20000,20000
54,Capital Improvement Expenditure Program,5499,CIEP ALL - Default Program,100,General Fund,5370,Cost Reimbursement From Library,850000,,,,
54,Capital Improvement Expenditure Program,54FH,Capital Improvements - Public Buildings and Facilities,100,General Fund,5188,Miscellaneous Revenue-Others,,20000,,,
56LVL4,General City Purposes,5602,Governmental Services,100,General Fund,4596,Service To Water & Power,,500000,,500000,500000
56LVL4,General City Purposes,5602,Governmental Services,100,General Fund,5188,Miscellaneous Revenue-Others,13450,,,,
56LVL4,General City Purposes,5602,Governmental Services,100,General Fund,5301,Reimb From Other Funds,79988,72548,73000,73000,73000
59LVL4,Liability Claims,5901,Liability Claims,100,General Fund,5188,Miscellaneous Revenue-Others,,,6500000,,
59LVL4,Liability Claims,5901,Liability Claims,100,General Fund,5301,Reimb From Other Funds,811877,700000,700000,100000,100000
59LVL4,Liability Claims,5999,Liability Claims - Default Program,100,General Fund,5188,Miscellaneous Revenue-Others,2502384,,100000,,
60LVL4,Water and Electricity,60AJ,Lighting of Streets,100,General Fund,5301,Reimb From Other Funds,,,48859,,
60LVL4,Water and Electricity,60AJ,Lighting of Streets,100,General Fund,5370,Cost Reimbursement From Library,,4624224,,,
60LVL4,Water and Electricity,60DB,Educational Opportunities,100,General Fund,5370,Cost Reimbursement From Library,3598778,,4385000,4403000,4403000
61LVL4,Human Resources Benefits,6107,Human Resources Benefits,100,General Fund,4352,Workers Comp Pension Offsets,846944,1000000,1000000,850000,850000
61LVL4,Human Resources Benefits,6107,Human Resources Benefits,100,General Fund,4593,Workers Compensation,1217461,700000,700000,700000,700000
61LVL4,Human Resources Benefits,6107,Human Resources Benefits,100,General Fund,4594,Supplemental Dental & Opt Sub,873959,1034298,1034298,866700,866700
61LVL4,Human Resources Benefits,6107,Human Resources Benefits,100,General Fund,5173,W/C Embezzlement Restitution,1288,1000,1000,1000,1000
61LVL4,Human Resources Benefits,6107,Human Resources Benefits,100,General Fund,5188,Miscellaneous Revenue-Others,94910,15000,15000,15000,15000
65,Disability,6501,ADA Compliance,100,General Fund,5361,Related Cost Reimb-Others,,,,15251,15251
66,Personnel,6602,Employee Selection,100,General Fund,4596,Service To Water & Power,,687324,687324,559662,559662
66,Personnel,6602,Employee Selection,100,General Fund,5328,Sewer Cons & Main Related Cost,,129196,129196,,
66,Personnel,6602,Employee Selection,100,General Fund,5359,Bldg & Safety Ent Fnd Rel Cost,,131445,131445,,
66,Personnel,6603,Workers' Compensation and Safety,100,General Fund,4593,Workers Compensation,8603921,8000000,8000000,8000000,8000000
66,Personnel,6604,Employee Benefits,100,General Fund,4354,Deferred Comp Empl Admin Fees,445830,480000,480000,450000,450000
66,Personnel,6604,Employee Benefits,100,General Fund,5301,Reimb From Other Funds,,,,411502,411502
66,Personnel,6604,Employee Benefits,100,General Fund,5336,Mobile Src Air Pollut Rel Cost,,365913,,,
66,Personnel,6605,Occupational Health,100,General Fund,5328,Sewer Cons & Main Related Cost,,72000,72000,,
66,Personnel,6609,Liaison Services,100,General Fund,5328,Sewer Cons & Main Related Cost,1291003,970563,970563,1229006,1229006
66,Personnel,6609,Liaison Services,100,General Fund,5329,Rent Control Related Cost,72536,93270,93270,95852,95852
66,Personnel,6609,Liaison Services,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,90031,,152293,,
66,Personnel,6609,Liaison Services,100,General Fund,5334,Community Dev Tr Related Cost,35127,,,,
66,Personnel,6609,Liaison Services,100,General Fund,5335,Community Svcs Adm Gr Rel Cost,56033,,,,
66,Personnel,6609,Liaison Services,100,General Fund,5336,Mobile Src Air Pollut Rel Cost,269364,,,444135,444135
82,Bureau of Sanitation,8202,Clean Water,100,General Fund,5742,Miscellaneous Deposits,20,,,,
66,Personnel,6609,Liaison Services,100,General Fund,5338,Stormwtr Pollu Abate Rel Cost,10494,16375,16375,21822,21822
66,Personnel,6609,Liaison Services,100,General Fund,5341,Home Invest Prtnrship Rel Cost,21440,29863,29863,30337,30337
66,Personnel,6609,Liaison Services,100,General Fund,5342,St Lighting Assess Rel Cost,45100,44480,44480,68258,68258
66,Personnel,6609,Liaison Services,100,General Fund,5345,Sanit Equip Chg Acq Fd Rel Cost,380748,308760,308760,381306,381306
66,Personnel,6609,Liaison Services,100,General Fund,5351,Code Enforcement Rel Cost,191963,207862,207862,213825,213825
66,Personnel,6609,Liaison Services,100,General Fund,5355,Work Invest Act Rel Cost,,173265,173265,,
66,Personnel,6609,Liaison Services,100,General Fund,5359,Bldg & Safety Ent Fnd Rel Cost,375008,777372,777372,555356,555356
66,Personnel,6609,Liaison Services,100,General Fund,5372,Workforce Innov Opp Act (Wioa) Rel Cost,,,,177204,177204
66,Personnel,6650,General Administration and Support,100,General Fund,4083,Witness Fee,15,,,,
66,Personnel,6650,General Administration and Support,100,General Fund,4332,Bad Check Collection Fees,75,,,,
66,Personnel,6650,General Administration and Support,100,General Fund,4337,Miscellaneous Personnel Fees,6109,12000,12000,8000,8000
66,Personnel,6650,General Administration and Support,100,General Fund,4595,Service To Airports,1152606,1199815,2053450,2058061,2058061
66,Personnel,6650,General Administration and Support,100,General Fund,4596,Service To Water & Power,3178718,3781511,3799049,3781511,3781511
66,Personnel,6650,General Administration and Support,100,General Fund,4597,Service To Harbor,392838,663365,580191,663365,663365
66,Personnel,6650,General Administration and Support,100,General Fund,5188,Miscellaneous Revenue-Others,31908,5000,5000,5000,5000
66,Personnel,6650,General Administration and Support,100,General Fund,5301,Reimb From Other Funds,678719,147570,147570,,
66,Personnel,6650,General Administration and Support,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,81596,,,
68,City Planning,6801,Citywide Planning,100,General Fund,5301,Reimb From Other Funds,89279,,,,
68,City Planning,6801,Citywide Planning,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,47002,34925,34925,34925,34925
68,City Planning,6801,Citywide Planning,100,General Fund,5361,Related Cost Reimb-Others,400000,2220645,2220645,2220645,2220645
68,City Planning,6801,Citywide Planning,100,General Fund,5367,Measure R Traffic Relief Oh Reimb,,501148,501148,501148,501148
68,City Planning,6802,Community Planning,100,General Fund,3365,State Project Agreements,7587,181822,181822,181822,181822
68,City Planning,6802,Community Planning,100,General Fund,4595,Service To Airports,104812,183975,183975,183975,183975
68,City Planning,6802,Community Planning,100,General Fund,5301,Reimb From Other Funds,900000,,,,
68,City Planning,6802,Community Planning,100,General Fund,5361,Related Cost Reimb-Others,1000000,3163238,3163238,3163238,3163238
68,City Planning,6803,Historic Resources,100,General Fund,5301,Reimb From Other Funds,50000,1923723,1923723,1923723,1923723
68,City Planning,6803,Historic Resources,100,General Fund,5361,Related Cost Reimb-Others,101652,,,349047,349047
68,City Planning,6804,Development Services,100,General Fund,5359,Bldg & Safety Ent Fnd Rel Cost,,1323675,1323675,1323675,1323675
68,City Planning,6804,Development Services,100,General Fund,5361,Related Cost Reimb-Others,3000000,6033797,6033797,4033797,4033797
68,City Planning,6806,Geographic Project Planning,100,General Fund,5361,Related Cost Reimb-Others,,,,5054176,5054176
68,City Planning,6807,Major Projects and Project Plan Support,100,General Fund,5361,Related Cost Reimb-Others,,,,2011118,2011118
68,City Planning,6849,Technology Support,100,General Fund,5358,City Planning Systems Rel Cost,1844681,2341921,2341921,2551921,2551921
68,City Planning,6849,Technology Support,100,General Fund,5361,Related Cost Reimb-Others,600000,208710,208710,618350,618350
68,City Planning,6850,General Administration and Support,100,General Fund,4332,Bad Check Collection Fees,770,2100,2100,2100,2100
68,City Planning,6850,General Administration and Support,100,General Fund,4339,Miscellaneous Gov'T Services,,2000,2000,2000,2000
68,City Planning,6850,General Administration and Support,100,General Fund,4542,Reimb Salaries & Wages,152,,,,
68,City Planning,6850,General Administration and Support,100,General Fund,5168,Reimb Of Prior Year Salary,5337,,,,
68,City Planning,6850,General Administration and Support,100,General Fund,5172,Phone Calls Reimbursement,28,,,,
68,City Planning,6850,General Administration and Support,100,General Fund,5361,Related Cost Reimb-Others,1000000,,,250000,250000
70,Police,7001,Field Forces,100,General Fund,3811,Reimb From Other Agencies,1473617,1570000,1570000,1570000,1570000
70,Police,7001,Field Forces,100,General Fund,4081,Extradition Reimbursement,16161,10400,10400,11250,11250
70,Police,7001,Field Forces,100,General Fund,4082,Witness Fees St Code Sec680972,245928,200000,211138,250000,250000
70,Police,7001,Field Forces,100,General Fund,4086,Miscellaneous-Police Services,820537,200000,200000,200000,200000
70,Police,7001,Field Forces,100,General Fund,4595,Service To Airports,7167706,10464142,8977484,10374958,10374958
70,Police,7001,Field Forces,100,General Fund,4662,Impound Fee,10778993,11000000,11000000,11000000,11000000
70,Police,7001,Field Forces,100,General Fund,4835,Vehicle Forfeiture Proceeds,1,6000,1000,6000,6000
70,Police,7001,Field Forces,100,General Fund,5161,Reimbursement Of Expenditures,1582630,2000000,2000000,1600000,1600000
70,Police,7001,Field Forces,100,General Fund,5301,Reimb From Other Funds,2190015,4000000,4000000,4000000,4000000
70,Police,7001,Field Forces,100,General Fund,5346,Related Cost Reimb Fr Grants,89791,,,,
70,Police,7003,Specialized Investigation,100,General Fund,4081,Extradition Reimbursement,307055,197600,197600,213750,213750
70,Police,7003,Specialized Investigation,100,General Fund,4084,Laboratory Fees,343360,437000,446682,437000,437000
70,Police,7003,Specialized Investigation,100,General Fund,4595,Service To Airports,1779145,,,2575238,2575238
70,Police,7003,Specialized Investigation,100,General Fund,5161,Reimbursement Of Expenditures,296743,,,300000,300000
70,Police,7003,Specialized Investigation,100,General Fund,5171,City Atty Collection Services,523915,300000,321038,500000,500000
70,Police,7003,Specialized Investigation,100,General Fund,5423,Law Enforcement,5214793,,,,
70,Police,7004,Custody of Persons and Property,100,General Fund,4834,Escheatment,1433758,1500000,1500000,1500000,1669822
70,Police,7005,Traffic Control,100,General Fund,4595,Service To Airports,109808,179516,191010,158932,158932
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,3282,Filming Permits,220355,100000,115000,150000,150000
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,4595,Service To Airports,6387914,9155337,9741525,9246243,9246243
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,5161,Reimbursement Of Expenditures,98914,,,100000,100000
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,5164,Reim Emp Rel-Police Protectn,187500,,637500,,1650000
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,5328,Sewer Cons & Main Related Cost,815103,984283,907811,865291,865291
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,5331,Reimb Of Related Cost-Pr Yr,,169180,1190535,50000,50000
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,5370,Cost Reimbursement From Library,2653431,4394309,4780309,4931137,4931137
70,Police,7006,Specialized Enforcement and Protection,100,General Fund,5423,Law Enforcement,,4000000,5677693,,
70,Police,7047,Personnel Training and Support,100,General Fund,4074,Police Officers Property,13137,12000,12000,12000,12000
70,Police,7048,Departmental Support,100,General Fund,4072,Photocopies Rpt -Police,1890089,1800000,1800000,1800000,1800000
70,Police,7048,Departmental Support,100,General Fund,4079,Police Immig Clearance Letters,,12000,5000,12000,12000
70,Police,7048,Departmental Support,100,General Fund,4595,Service To Airports,14764,179516,191010,21359,21359
70,Police,7048,Departmental Support,100,General Fund,5168,Reimb Of Prior Year Salary,276,,,,
70,Police,7048,Departmental Support,100,General Fund,5188,Miscellaneous Revenue-Others,1317241,500000,500000,500000,500000
70,Police,7048,Departmental Support,100,General Fund,5321,Reimb Prop Q Police/Fire Fund,126050,94636,100000,,
